"N","Time","avg(X)","avg(Y)","avg(Z)","avg(omega)","avg(psi)","avg(vx)","avg(vy)","max(X)","max(Y)","max(Z)","max(omega)","max(psi)","max(vx)","max(vy)","med(X)","med(Y)","med(Z)","med(omega)","med(psi)","med(vx)","med(vy)","min(X)","min(Y)","min(Z)","min(omega)","min(psi)","min(vx)","min(vy)","q1(X)","q1(Y)","q1(Z)","q1(omega)","q1(psi)","q1(vx)","q1(vy)","q3(X)","q3(Y)","q3(Z)","q3(omega)","q3(psi)","q3(vx)","q3(vy)","std(X)","std(Y)","std(Z)","std(omega)","std(psi)","std(vx)","std(vy)","vtkValidPointMask"
1568,8761,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8762,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8763,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8764,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8765,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8766,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8767,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8768,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8769,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8770,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8771,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8772,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8773,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8774,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8775,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8776,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8777,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8778,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8779,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8780,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8781,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8782,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8783,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8784,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8785,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8786,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8787,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8788,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8789,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8790,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8791,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8792,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8793,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8794,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8795,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8796,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8797,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8798,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8799,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8800,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8801,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8802,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8803,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8804,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8805,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8806,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8807,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8808,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8809,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8810,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8811,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8812,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8813,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8814,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8815,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8816,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8817,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
1568,8818,0.50022,0.49938,0,-0.98899,-0.028013,0.011524,-0.00094254,1,1,0,26.863,4.1416e-06,1,0.42162,0.50286,0.5,0,0.099085,-0.015355,-0.041022,0,0,0,0,-53.604,-0.10465,-0.22198,-0.4213,0.24477,0.24909,0,-1.6145,-0.048883,-0.11459,-0.052672,0.74982,0.75013,0,0.40424,-0.0014946,-0.00037348,0.053875,0.29464,0.29443,0,4.2466,0.03081,0.24949,0.1416,1
